Height,DateTime (UTC),Txn,Uncles,Fee Recipient,Fee Recipient Nametag,Gas Limit,Difficulty,Reward,ReorgDepth
19501364,2024-03-24 02:11:35,49,0,0x5ca2a3810b52676b6f29c67a536ccfb8191adbcc,,"30,000,000",0.000 TH,0.00769 ETH,1
19500365,2024-03-23 22:49:11,323,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.07695 ETH,1
19500305,2024-03-23 22:36:47,260,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.06971 ETH,1
19499751,2024-03-23 20:43:59,139,0,0x8672bd6bf412905ff89ac08892b86239cea6097c,,"30,000,000",0.000 TH,0.00503 ETH,1
19499575,2024-03-23 20:08:23,170,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.01158 ETH,1
19499506,2024-03-23 19:54:11,183,0,0x969291e37118e21e306dd7cbf662add1e2d02d8f,,"30,000,000",0.000 TH,0.00995 ETH,1
19499152,2024-03-23 18:42:23,78,0,0xac3853762bf95e544112bb71ee2898dcc4a10f47,,"29,970,705",0.000 TH,0.0524 ETH,1
19497573,2024-03-23 13:23:47,176,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.01014 ETH,1
19497308,2024-03-23 12:30:11,323,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.02903 ETH,1
19497269,2024-03-23 12:22:11,135,0,0x871520e20836e735541c52d21e0d137d313f4857,,"30,000,000",0.000 TH,0.00841 ETH,1
19496625,2024-03-23 10:12:11,335,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.03565 ETH,1
19496623,2024-03-23 10:11:35,287,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.0127 ETH,1
19496616,2024-03-23 10:09:59,195,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01564 ETH,1
19496231,2024-03-23 08:52:23,34,0,0xb3d9cf8e163bbc840195a97e81f8a34e295b8f39,Swell Network: Deposit Manager,"30,000,000",0.000 TH,0.0033 ETH,1
19495179,2024-03-23 05:21:11,337,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.05962 ETH,1
19492741,2024-03-22 21:08:23,213,0,0x8a0db3f3bed045318df6c6d61afe986722e3daaa,,"30,000,000",0.000 TH,0.006 ETH,1
19492362,2024-03-22 19:51:35,84,0,0xbddd72b6905f397c0dd5dda497442bd566ddc724,,"30,000,000",0.000 TH,0.00666 ETH,1
19491893,2024-03-22 18:16:59,82,0,0xb3d9cf8e163bbc840195a97e81f8a34e295b8f39,Swell Network: Deposit Manager,"30,000,000",0.000 TH,0.01279 ETH,1
19491868,2024-03-22 18:11:35,160,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.02674 ETH,1
19491254,2024-03-22 16:07:47,155,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.03421 ETH,1
19491153,2024-03-22 15:47:23,380,0,0x77777a6c097a1ce65c61a96a49bd1100f660ec94,MEV Builder: 0x777...C94,"30,000,000",0.000 TH,0.02805 ETH,1
19491145,2024-03-22 15:45:35,149,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.02493 ETH,1
19490018,2024-03-22 11:58:47,185,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.01685 ETH,1
19489568,2024-03-22 10:27:47,216,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.09629 ETH,1
19489521,2024-03-22 10:18:11,143,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.05771 ETH,1
19488538,2024-03-22 06:59:35,161,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.03327 ETH,1
19487205,2024-03-22 02:31:11,214,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.01908 ETH,1
19485644,2024-03-21 21:15:59,231,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.24204 ETH,1
19485524,2024-03-21 20:51:47,135,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.05913 ETH,1
19485105,2024-03-21 19:27:47,118,0,0x6de183dfbb54b03f5c227d8add86c7f8f2f4bea5,,"30,000,000",0.000 TH,0.05711 ETH,1
19485057,2024-03-21 19:17:47,148,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01909 ETH,1
19485012,2024-03-21 19:08:23,141,0,0x721d3be5d26c271226c97b05b7802a4a18ec484f,,"30,000,000",0.000 TH,0.01166 ETH,1
19484534,2024-03-21 17:31:59,124,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.0366 ETH,1
19482960,2024-03-21 12:12:23,140,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.03066 ETH,1
19481897,2024-03-21 08:37:23,203,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.01294 ETH,1
19481693,2024-03-21 07:56:23,150,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.02504 ETH,1
19481646,2024-03-21 07:46:47,338,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.02393 ETH,1
19481349,2024-03-21 06:46:59,225,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.02528 ETH,1
19481300,2024-03-21 06:36:35,178,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.01472 ETH,1
19480926,2024-03-21 05:20:47,282,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.05034 ETH,1
19480140,2024-03-21 02:41:11,210,0,0xe94f1fa4f27d9d288ffea234bb62e1fbc086ca0c,Fee Recipient: 0xE94...A0c,"30,000,000",0.000 TH,0.03081 ETH,1
19479679,2024-03-21 01:08:11,146,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01819 ETH,1
19479148,2024-03-20 23:20:59,193,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.07192 ETH,1
19479010,2024-03-20 22:53:11,433,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.11158 ETH,1
19477811,2024-03-20 18:51:47,200,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.05676 ETH,1
19477554,2024-03-20 17:59:47,111,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.01504 ETH,1
19476599,2024-03-20 14:46:59,117,0,0x4cd18bc977dbe8cfba2e7e91bd493dd51212dcba,,"30,000,000",0.000 TH,0.02872 ETH,1
19476373,2024-03-20 14:01:23,201,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.04483 ETH,1
19475202,2024-03-20 10:05:11,106,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01746 ETH,1
19475125,2024-03-20 09:49:23,241,0,0xde12c3d2257fc9bb1c1a00d409f292eecd55ffaf,Fee Recipient: 0xDe1...FaF,"30,000,000",0.000 TH,0.07578 ETH,1
19475048,2024-03-20 09:33:23,575,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.12454 ETH,1
19474524,2024-03-20 07:47:35,191,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.06523 ETH,1
19472274,2024-03-20 00:11:59,50,0,0x9137ac0f1032e2d7eca439e8606785a8b9a2332e,,"30,000,000",0.000 TH,0.00854 ETH,1
19471524,2024-03-19 21:39:35,141,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.03435 ETH,1
19470939,2024-03-19 19:41:23,271,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.08693 ETH,1
19470240,2024-03-19 17:20:35,109,0,0xcd615270ab3a7a3a262a4e49935d002278c76b78,,"30,000,000",0.000 TH,0.01683 ETH,1
19469889,2024-03-19 16:09:35,269,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.02431 ETH,1
19469173,2024-03-19 13:44:59,142,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.02451 ETH,1
19469133,2024-03-19 13:36:35,63,0,0x51a1449b3b6d635eddec781cd47a99221712de97,Fee Recipient: 0x51...e97,"30,000,000",0.000 TH,0.0071 ETH,1
19468851,2024-03-19 12:39:35,88,0,0x6db7e58843a39a257e875458296a0f66c1415752,,"30,000,000",0.000 TH,0.04526 ETH,1
19468517,2024-03-19 11:32:35,86,0,0x7f043e1fdaceaffc13ccb37f871963edd21d6893,,"30,000,000",0.000 TH,0.02066 ETH,1
19468348,2024-03-19 10:58:11,213,0,0xa1c7732f9b80f204cca160a9626d83df61470ca4,,"30,000,000",0.000 TH,0.02511 ETH,1
19467834,2024-03-19 09:14:47,196,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.28383 ETH,1
19467699,2024-03-19 08:47:35,413,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.20153 ETH,1
19467615,2024-03-19 08:30:11,433,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.174 ETH,1
19467596,2024-03-19 08:26:11,170,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.0344 ETH,1
19467449,2024-03-19 07:56:23,253,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01978 ETH,1
19466942,2024-03-19 06:14:35,345,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.84165 ETH,1
19466862,2024-03-19 05:58:11,151,0,0x634316ea0ee79c701c6f67c53a4c54cbafd2316d,Fee Recipient: 0x634...16d,"30,000,000",0.000 TH,0.01202 ETH,1
19466777,2024-03-19 05:40:47,174,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.05996 ETH,1
19466733,2024-03-19 05:31:47,288,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.09847 ETH,1
19466588,2024-03-19 05:02:35,163,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.01725 ETH,1
19466571,2024-03-19 04:58:59,313,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.0115 ETH,1
19466471,2024-03-19 04:38:47,12,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.04777 ETH,1
19465881,2024-03-19 02:39:47,253,0,0xd4e96ef8eee8678dbff4d535e033ed1a4f7605b7, Rocket Pool Smoothing Pool,"30,000,000",0.000 TH,0.00678 ETH,1
19465615,2024-03-19 01:45:23,272,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.12828 ETH,1
19465477,2024-03-19 01:17:11,377,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.05474 ETH,1
19465057,2024-03-18 23:51:59,151,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01685 ETH,1
19463882,2024-03-18 19:53:35,185,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.0367 ETH,1
19462662,2024-03-18 15:47:47,188,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.01224 ETH,1
19462483,2024-03-18 15:11:23,232,0,0xade5835b5bde962fccc1d32c234c6bffa24140d3,,"30,000,000",0.000 TH,0.02342 ETH,1
19462207,2024-03-18 14:15:47,80,0,0xfdbd0bab517260cc4a743ad4b80ac05a1fde9bd0,,"30,000,000",0.000 TH,0.0123 ETH,1
19460093,2024-03-18 07:07:11,144,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.0341 ETH,1
19459459,2024-03-18 04:59:35,356,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.04127 ETH,1
19459207,2024-03-18 04:08:23,99,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.00697 ETH,1
19459073,2024-03-18 03:41:11,179,0,0x07fac54a901409fe10e56c899be3dcf2471ae321,,"30,000,000",0.000 TH,0.03368 ETH,1
19458472,2024-03-18 01:39:59,153,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.10018 ETH,1
19458359,2024-03-18 01:16:23,243,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.07419 ETH,1
19458123,2024-03-18 00:28:47,148,0,0xebec795c9c8bbd61ffc14a6662944748f299cacf,Fee Recipient: 0xeBe...Acf,"30,000,000",0.000 TH,0.02304 ETH,1
19457949,2024-03-17 23:52:59,262,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.01638 ETH,1
19457792,2024-03-17 23:21:23,188,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.05534 ETH,1
19457778,2024-03-17 23:18:23,198,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.0183 ETH,1
19457349,2024-03-17 21:51:23,122,0,0x88c6c46ebf353a52bdbab708c23d0c81daa8134a,MEV Builder: 0x88c...34A,"30,000,000",0.000 TH,0.01453 ETH,1
19457275,2024-03-17 21:36:23,233,0,0xebec795c9c8bbd61ffc14a6662944748f299cacf,Fee Recipient: 0xeBe...Acf,"30,000,000",0.000 TH,0.0309 ETH,1
19456962,2024-03-17 20:32:59,165,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.08622 ETH,1
19454828,2024-03-17 13:21:59,149,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01255 ETH,1
19454632,2024-03-17 12:42:23,279,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.02467 ETH,1
19454618,2024-03-17 12:39:23,254,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.05354 ETH,1
19454577,2024-03-17 12:30:59,140,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.04379 ETH,1
19454541,2024-03-17 12:23:23,117,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01016 ETH,1
19453626,2024-03-17 09:17:59,185,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.01714 ETH,1
19452810,2024-03-17 06:33:35,139,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.01697 ETH,1
19452586,2024-03-17 05:48:23,196,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.02411 ETH,1
19452457,2024-03-17 05:22:23,169,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.0302 ETH,1
19452366,2024-03-17 05:03:59,93,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.29482 ETH,1
19451344,2024-03-17 01:35:59,227,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.02368 ETH,1
19450953,2024-03-17 00:16:59,116,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.03614 ETH,1
19450866,2024-03-16 23:59:11,163,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.03722 ETH,1
19450532,2024-03-16 22:51:23,179,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01765 ETH,1
19450281,2024-03-16 22:00:23,210,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.10362 ETH,1
19450227,2024-03-16 21:49:23,193,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.03318 ETH,1
19448411,2024-03-16 15:41:59,240,0,0x0077732907bfc6208933cfd2a51afb8f33ca5958,Fee Recipient: 0x0077...958,"30,000,000",0.000 TH,0.01354 ETH,1
19448303,2024-03-16 15:19:59,120,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.02269 ETH,1
19448017,2024-03-16 14:22:11,194,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.13307 ETH,1
19447619,2024-03-16 13:01:11,243,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.06576 ETH,1
19447204,2024-03-16 11:37:11,186,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.05681 ETH,1
19447157,2024-03-16 11:27:35,305,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.05796 ETH,1
19446527,2024-03-16 09:20:23,161,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01656 ETH,1
19446497,2024-03-16 09:14:11,164,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.02871 ETH,1
19445980,2024-03-16 07:28:35,298,0,0x6d7067b5877de8199d4eb79f42c1cacbab61baeb,,"30,000,000",0.000 TH,0.01336 ETH,1
19445716,2024-03-16 06:34:47,241,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.05581 ETH,1
19445635,2024-03-16 06:18:11,247,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.04305 ETH,1
19445627,2024-03-16 06:16:23,140,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.01332 ETH,1
19445471,2024-03-16 05:44:59,162,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.03106 ETH,1
19443889,2024-03-16 00:24:47,140,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.13054 ETH,1
19443803,2024-03-16 00:07:23,348,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.019 ETH,1
19442700,2024-03-15 20:22:59,149,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.0217 ETH,1
19442151,2024-03-15 18:32:35,169,0,0x692fec4c0457c86daa289a41e405fa022e852bf3,,"30,000,000",0.000 TH,0.03051 ETH,1
19441887,2024-03-15 17:38:59,207,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.02511 ETH,1
19438999,2024-03-15 07:57:11,300,0,0x4675c7e5baafbffbca748158becba61ef3b0a263,MEV Builder: 0x467...263,"30,000,000",0.000 TH,0.08139 ETH,1
19438639,2024-03-15 06:43:59,181,0,0xbc7512d55f39bed9ca1600ca6321f47a23977338,,"30,000,000",0.000 TH,0.00833 ETH,1
19438496,2024-03-15 06:14:47,121,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01281 ETH,1
19437674,2024-03-15 03:28:23,0,0,0x5b3f88f027c6d115713df8e1f57d996666b88f7b,,"30,000,000",0.000 TH,0 ETH,1
19437548,2024-03-15 03:02:47,302,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.18516 ETH,1
19437138,2024-03-15 01:39:35,291,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.05012 ETH,1
19436473,2024-03-14 23:25:23,328,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.07974 ETH,1
19436333,2024-03-14 22:56:47,104,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.00948 ETH,1
19436317,2024-03-14 22:53:11,175,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.05604 ETH,1
19435866,2024-03-14 21:21:35,284,0,0xd4e96ef8eee8678dbff4d535e033ed1a4f7605b7, Rocket Pool Smoothing Pool,"30,000,000",0.000 TH,0.02094 ETH,1
19435646,2024-03-14 20:37:23,139,0,0x88c6c46ebf353a52bdbab708c23d0c81daa8134a,MEV Builder: 0x88c...34A,"30,000,000",0.000 TH,0.04485 ETH,1
19435458,2024-03-14 19:59:11,177,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.01869 ETH,1
19435368,2024-03-14 19:40:47,113,0,0x8186b214a917fb4922eb984fb80cfafa30ee8810,Loki Builder,"30,000,000",0.000 TH,0.74153 ETH,1
19435316,2024-03-14 19:29:23,147,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.30142 ETH,1
19435293,2024-03-14 19:24:23,293,0,0x13bea2edd66f3797615ea984cc267ded0557274c,,"30,000,000",0.000 TH,0.11069 ETH,1
19434831,2024-03-14 17:50:59,185,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.05416 ETH,1
19434567,2024-03-14 16:56:59,163,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.03246 ETH,1
19434088,2024-03-14 15:19:59,93,0,0xf5ccfb67f592deffb700e9327be962f664d58330,,"30,000,000",0.000 TH,0.02023 ETH,1
19433884,2024-03-14 14:37:59,166,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.0386 ETH,1
19433098,2024-03-14 11:57:59,192,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.05625 ETH,1
19431616,2024-03-14 06:57:47,68,0,0x1de458031bfbe5689ded5a8b9ed57e1e79eab2a4,Stader Labs:  Permissionless Socializing Pool,"30,000,000",0.000 TH,0.01387 ETH,1
19431544,2024-03-14 06:43:11,141,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.0511 ETH,1
19431436,2024-03-14 06:21:23,75,0,0x8186b214a917fb4922eb984fb80cfafa30ee8810,Loki Builder,"30,000,000",0.000 TH,0.04596 ETH,1
19430444,2024-03-14 02:59:59,244,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.10939 ETH,1
19429955,2024-03-14 01:20:23,50,0,0xedcb63f859905be353d85d53041e9697dbea5f81,,"30,000,000",0.000 TH,0.01027 ETH,1
19429448,2024-03-13 23:37:59,187,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.05786 ETH,1
19427837,2024-03-13 18:10:59,158,0,0x6d7067b5877de8199d4eb79f42c1cacbab61baeb,,"30,000,000",0.000 TH,0.03461 ETH,1
19427342,2024-03-13 16:29:35,224,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.01446 ETH,1
19427206,2024-03-13 16:01:47,197,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.04272 ETH,1
19426801,2024-03-13 14:38:47,196,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.06107 ETH,1
19426308,2024-03-13 12:59:23,153,0,0x9e8262e5e68f31e8e6560eb877a1dafee2d3c517,,"30,000,000",0.000 TH,0.03932 ETH,1
19425723,2024-03-13 11:02:11,191,0,0x70a69fa317107dcf6fc3e8c06d4fbfc49f2481ca,Fee Recipient: 0x70...1Ca,"30,000,000",0.000 TH,0.02817 ETH,1
19425187,2024-03-13 09:13:59,169,0,0xaab27b150451726ec7738aa1d0a94505c8729bd1,Eden Network: Builder,"30,000,000",0.000 TH,0.03213 ETH,1
19424873,2024-03-13 08:10:47,101,0,0xe887312c0595a10ac88e32ebb8e9f660ad9ab7f7,Fee Recipient: 0xE88...7F7,"30,000,000",0.000 TH,0.02206 ETH,1
19424427,2024-03-13 06:41:11,110,0,0xe887312c0595a10ac88e32ebb8e9f660ad9ab7f7,Fee Recipient: 0xE88...7F7,"30,000,000",0.000 TH,0.03459 ETH,1
19423927,2024-03-13 05:00:35,182,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.02262 ETH,1
19423859,2024-03-13 04:46:47,200,0,0x2e95a71630f18856a4b9ce8b3b1567c38525281f,Fee Recipient: 0x2e9...81F,"30,000,000",0.000 TH,0.01755 ETH,1
19423498,2024-03-13 03:33:47,175,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.20023 ETH,1
